max_hand_distance,avg_l_hand_hip_distance,avg_r_hand_hip_distance,max_stride_length,avg_l_hand_chest_distance,avg_r_hand_chest_distance,avg_l_elbow_hip_distance,avg_r_elbow_hip_distance,avg_chest_pelvis_distance,avg_neck_chest_distance,avg_neck_rotation_w,avg_neck_rotation_x,avg_neck_rotation_y,avg_neck_rotation_z,avg_total_body_volume,avg_triangle_area_hands_neck,avg_triangle_area_feet_hips,l_hand_speed,r_hand_speed,l_foot_speed,r_foot_speed,neck_speed,l_hand_acceleration_magnitude,r_hand_acceleration_magnitude,l_foot_acceleration_magnitude,r_foot_acceleration_magnitude,neck_acceleration_magnitude,l_hand_movement_jerk_x,l_hand_movement_jerk_y,l_hand_movement_jerk_z,r_hand_movement_jerk_x,r_hand_movement_jerk_y,r_hand_movement_jerk_z,l_foot_movement_jerk_x,l_foot_movement_jerk_y,l_foot_movement_jerk_z,r_foot_movement_jerk_x,r_foot_movement_jerk_y,r_foot_movement_jerk_z,neck_movement_jerk_x,neck_movement_jerk_y,neck_movement_jerk_z,EMOTION
1.3487499699842553,0.7389086380638595,0.7504024236658526,0.2656000087192787,0.6776090147795177,0.6973401107274573,0.5447020634002023,0.563198429139523,0.2861509999997138,0.27858861408497654,-0.005051075171057908,-0.03221591962383811,0.032100818406743524,0.9989479411114479,0.6908318192844622,0.21472376191977788,0.12001621342948572,0.009530554957750985,0.0036066795205248565,0.006428517114365817,0.006604266724659047,0.001538694614943633,0.008574254079896603,0.00805241570128274,0.0145567089729108,0.014555120047521448,0.005056188371202404,-0.012749332909248678,0.01096031924037666,-0.0068272742718334944,0.003104063646990618,-0.011810057264855178,0.0026258930152848192,-0.00824858908653514,0.001960524115986406,-0.017324208463820583,-0.01347517453150518,-0.002159716674058232,-0.019984217576734714,-0.006023535965165694,-0.00044842867481187376,0.004821736125348319,afraid
1.3450343125312536,0.7403693992116148,0.7504146343958573,0.264495307825898,0.6774690145509799,0.697147423324769,0.5445618375893718,0.563021575125945,0.2861510000007002,0.27848725625324205,-0.005637168041692884,-0.03730571346299813,0.03706978544550759,0.9985973566869598,0.7190008679594194,0.2155768270010851,0.11958169404922138,0.0056259988504919955,0.009108511805706666,0.005222304329717376,0.011037875295455095,0.002920230116088552,0.012076958304164189,0.007623173983359959,0.011387795134164288,0.014018012167036615,0.0029282017713305633,-0.007764631944343486,-0.01898964970334438,-0.001203665100055873,0.010517409103401182,0.0029129601847259767,-0.004270102372184059,0.01599193278418848,-0.002183361303003395,0.0202988093351121,0.01600011499167034,0.002560076921400728,0.02304622780233523,0.00771665210218378,0.0009005212804737983,-0.0017825559779384402,afraid
1.3441088811615327,0.730372171882323,0.742537399967851,0.2644118325984668,0.6749874113568601,0.6940764610270347,0.5422668221291141,0.5602055561808117,0.2861510000007122,0.2785949836667676,-0.004330830754637854,-0.035331009084379854,0.030183542759059614,0.9989063013097258,0.6758419399721707,0.2212068706094391,0.11935598838143416,0.017935950822629672,0.006956758548462854,0.005387479929609642,0.014960252979261256,0.002775280586442312,0.012838123777710412,0.012323833624061382,0.007583645366506928,0.025225271920098796,0.000780395994012577,0.0110666925927142,0.0020317285671758167,0.007266357907171894,-0.016761317948163268,0.007579310643448078,0.0074817845365326985,-0.014805481202293885,0.0011791429954712551,-0.007533094298237435,-0.03496362015943025,0.0005355158767004486,-0.011002188454461548,-0.0025702965536140987,-0.000886110632737136,0.0011680862612009832,afraid
1.335017619400954,0.7211724704735808,0.7378706810245053,0.2638519532630026,0.6691770268124554,0.6924089989384635,0.5368921557821026,0.5586781089117743,0.2861509999986799,0.2786181488650996,-0.010625382365852401,-0.03814434074037535,0.025657567078903685,0.9988743992456367,0.7117066486678373,0.22651597083694983,0.11904962893120091,0.02629619047451247,0.018107152456811326,0.004466911026970013,0.009247106810125968,0.002682499656138442,0.02223645202159136,0.012461357536693389,0.0055263475661451395,0.02323363441928518,0.0043939573280030965,-0.02550919243363664,-0.0005706362239574769,-0.011536243662322199,0.005415002470125996,-0.013983319897839852,-0.009382158423913434,0.013004349638984447,-7.749388940603286e-05,-0.0015239169495259615,0.048315700258113325,-0.002918650442317955,0.002286851445071514,-0.004571845692754206,0.0009515000168593968,-0.0012637470196986168,afraid
1.3313120939330993,0.712286872304817,0.7336987364713909,0.26288008030720367,0.6667832710069017,0.6907092519632305,0.5346651216662135,0.5571166085917608,0.28615100000078453,0.2786786419866428,-0.010448160184019119,-0.03931578377063641,0.021670667009491284,0.9989286435716593,0.6898367573281041,0.23075533605084989,0.1188646588791845,0.014356407326730417,0.005694605538249552,0.007737715261807608,0.019839228474272864,0.004592513107433247,0.015038659172008103,0.019777989543291255,0.011461847194812356,0.028986469760558752,0.005576158901754397,0.01997719121506053,0.02387811475080648,0.0001588229481850334,0.014734674573228579,0.02421139252469584,0.015204589617655362,-0.01501374600402014,0.00020405509090978824,-0.0060203226726832405,-0.050915951499644285,0.0016764567751520465,-0.009596157329710087,0.0032330719320118606,-0.0012215671457553867,0.006061538745427676,afraid
1.3327953075332135,0.700989772468964,0.7278314257026257,0.2625635399927808,0.6641985620885006,0.6888747327149392,0.5324456745198394,0.5550565705426391,0.2861510000009934,0.2786758319297232,-0.00747650469575466,-0.04521130122639583,0.018823733366571737,0.9987314761969058,0.6467850463962705,0.23429449310692574,0.1109070999102327,0.08212195910298571,0.08668184411847248,0.03766338965137434,0.05721128337948159,0.028648233759907462,0.06785266574329915,0.08630618198071108,0.030788461517515818,0.06104804141291115,0.028457196922762645,-0.05196769066044603,-0.05815124206021283,0.009128614775739896,-0.07221375852951975,-0.07231960840871032,-0.02082720989170561,-0.020606183718481164,0.0016830230248559286,0.01250084885539263,0.06148503827286189,-0.011167135008029294,-0.04136479470377194,0.02360152598173651,-0.0032593155497429027,0.011514428739101048,afraid
1.320154798501539,0.6023361853874356,0.6457313409557661,0.21525505097332331,0.6066987549971069,0.6460071399867996,0.4872527046093816,0.5172825768579538,0.2861509999839694,0.2771873438221141,0.002493639530705212,-0.046736208969933614,-0.011847793228726878,0.9987000960606874,0.5426685866659098,0.2592665799720952,0.07695341324625969,0.42441740766532615,0.2759893471011884,0.08193632797277967,0.0865471966255843,0.26311707911763765,0.37538502123664735,0.25398617968512976,0.10301206606408846,0.12996179161008037,0.24677084382133144,0.0736450739301758,-0.27479869535492907,0.19246990642213407,0.2083581389037286,-0.1406884935158622,-0.05117417444627215,0.10899057480667976,0.04107273101671302,0.044201236529297055,-0.11167234890013616,0.07234620477656409,0.13361320097037468,0.12554454047923824,-0.19350099151854616,-0.014705040498103256,afraid
1.0386950500550112,0.31278416876216303,0.5131290069388633,0.22903336947495856,0.4549053328158233,0.5532348796774033,0.36014221944225494,0.4496921410924718,0.2861510001652738,0.26945926334015563,-0.033602356566206325,-0.006437852639757466,-0.10526907314721967,0.9920083757728707,0.31037307692368543,0.2215353521530492,0.06096937288375026,0.5888398225620715,0.32330970286725363,0.24115317786897425,0.2920043611858874,0.4681858180702327,0.3310417257511369,0.07216807367656934,0.20312447304591366,0.2935191945703321,0.24802041964217508,-0.29615517852499607,0.36900487039644525,-0.018967106296698177,-0.07830971460372615,0.17922119764826838,0.04408681137778936,-0.11076150175335311,-0.12082090113836727,0.13464224759847637,0.2729952931297564,-0.026073465116729283,0.13256087054805896,-0.1420942391817987,-0.028622122779710768,-0.1041894727370207,afraid
0.6490557197016811,0.19428771891522953,0.3615831123654523,0.22045971851680488,0.41500171110435197,0.4964628845575139,0.3154227662369048,0.38400878778786435,0.2861510001222904,0.2756575828860701,-0.18864868839758644,0.08610928005824148,-0.3938344934987404,0.8877572508515372,0.2457947175488018,0.1591477108223572,0.04351745467986691,0.197290140057629,0.2510658302488578,0.05314314861432083,0.10909673271109162,0.20890437404119044,0.5085393212380057,0.22414849781924323,0.22571063380120113,0.28562116195561243,0.31762475580580857,0.6695830869279342,0.173610317707797,-0.40661887478781716,-0.27407760101501066,0.09077929459760792,-0.030740144356849186,0.06360158370335237,0.08002996179543218,-0.4084035632726896,-0.22047120370109555,-0.12069496491813776,-0.48785699017659145,-0.1622556720205955,0.49650278973632556,0.044488276087728124,afraid
0.3107728562843823,0.16741193962212766,0.26937008025904535,0.2201072753055838,0.3957582961584775,0.46171651351983267,0.2701340402109121,0.3394553481084771,0.28615099994581145,0.27801097671590175,-0.32520450101915416,0.11052001993966926,-0.5185203962855219,0.7824588688057621,0.1603834306999522,0.08842677455637891,0.03990862814711945,0.032451326707929266,0.04333104615299507,0.1647777521636722,0.05653861788226622,0.06971070756981983,0.1921197040321515,0.22520491190566083,0.1394529557375282,0.0904511602552466,0.144410473717221,-0.4446768712342749,-0.13151875357294318,0.06716350503912646,0.2532556573320489,0.12860267881263265,0.1415373791347388,0.08389812228629462,0.07563047358584701,0.2218759435315056,-0.06068497499202638,0.08202177076160354,0.24389543842739758,0.16500752479597502,-0.16672258943379947,0.15751893754402502,afraid
