max_hand_distance,avg_l_hand_hip_distance,avg_r_hand_hip_distance,max_stride_length,avg_l_hand_chest_distance,avg_r_hand_chest_distance,avg_l_elbow_hip_distance,avg_r_elbow_hip_distance,avg_chest_pelvis_distance,avg_neck_chest_distance,avg_neck_rotation_w,avg_neck_rotation_x,avg_neck_rotation_y,avg_neck_rotation_z,avg_total_body_volume,avg_triangle_area_hands_neck,avg_triangle_area_feet_hips,l_hand_speed,r_hand_speed,l_foot_speed,r_foot_speed,neck_speed,l_hand_acceleration_magnitude,r_hand_acceleration_magnitude,l_foot_acceleration_magnitude,r_foot_acceleration_magnitude,neck_acceleration_magnitude,EMOTION_P,EMOTION_A,EMOTION_D
1.3487499699842551,0.7389086380638595,0.7504024236658526,0.2656000087192787,0.6776090147795177,0.6973401107274573,0.5447020634002023,0.563198429139523,0.2861509999997138,0.2785886140849765,-0.0050510751710579,-0.0322159196238381,0.0321008184067435,0.998947941111448,0.6908318192844622,0.2147237619197778,0.1200162134294857,0.0095305549577509,0.0036066795205248,0.0064285171143658,0.006604266724659,0.0015386946149436,0.0085742540798966,0.0080524157012827,0.0145567089729108,0.0145551200475214,0.0050561883712024,-0.35,0.7,-0.8
1.3450343125312536,0.7403693992116148,0.7504146343958573,0.264495307825898,0.6774690145509799,0.697147423324769,0.5445618375893718,0.563021575125945,0.2861510000007002,0.278487256253242,-0.0056371680416928,-0.0373057134629981,0.0370697854455075,0.9985973566869598,0.7190008679594194,0.2155768270010851,0.1195816940492213,0.0056259988504919,0.0091085118057066,0.0052223043297173,0.011037875295455,0.0029202301160885,0.0120769583041641,0.0076231739833599,0.0113877951341642,0.0140180121670366,0.0029282017713305,-0.35,0.7,-0.8
1.3441088811615327,0.730372171882323,0.742537399967851,0.2644118325984668,0.6749874113568601,0.6940764610270347,0.5422668221291141,0.5602055561808117,0.2861510000007122,0.2785949836667676,-0.0043308307546378,-0.0353310090843798,0.0301835427590596,0.9989063013097258,0.6758419399721707,0.2212068706094391,0.1193559883814341,0.0179359508226296,0.0069567585484628,0.0053874799296096,0.0149602529792612,0.0027752805864423,0.0128381237777104,0.0123238336240613,0.0075836453665069,0.0252252719200987,0.0007803959940125,-0.35,0.7,-0.8
1.335017619400954,0.7211724704735808,0.7378706810245053,0.2638519532630026,0.6691770268124554,0.6924089989384635,0.5368921557821026,0.5586781089117743,0.2861509999986799,0.2786181488650996,-0.0106253823658524,-0.0381443407403753,0.0256575670789036,0.9988743992456368,0.7117066486678373,0.2265159708369498,0.1190496289312009,0.0262961904745124,0.0181071524568113,0.00446691102697,0.0092471068101259,0.0026824996561384,0.0222364520215913,0.0124613575366933,0.0055263475661451,0.0232336344192851,0.004393957328003,-0.35,0.7,-0.8
1.3313120939330991,0.712286872304817,0.7336987364713909,0.2628800803072036,0.6667832710069017,0.6907092519632305,0.5346651216662135,0.5571166085917608,0.2861510000007845,0.2786786419866428,-0.0104481601840191,-0.0393157837706364,0.0216706670094912,0.9989286435716592,0.6898367573281041,0.2307553360508498,0.1188646588791845,0.0143564073267304,0.0056946055382495,0.0077377152618076,0.0198392284742728,0.0045925131074332,0.0150386591720081,0.0197779895432912,0.0114618471948123,0.0289864697605587,0.0055761589017543,-0.35,0.7,-0.8
1.3327953075332135,0.700989772468964,0.7278314257026257,0.2625635399927808,0.6641985620885006,0.6888747327149392,0.5324456745198394,0.5550565705426391,0.2861510000009934,0.2786758319297232,-0.0074765046957546,-0.0452113012263958,0.0188237333665717,0.9987314761969058,0.6467850463962705,0.2342944931069257,0.1109070999102327,0.0821219591029857,0.0866818441184724,0.0376633896513743,0.0572112833794815,0.0286482337599074,0.0678526657432991,0.086306181980711,0.0307884615175158,0.0610480414129111,0.0284571969227626,-0.35,0.7,-0.8
1.320154798501539,0.6023361853874356,0.6457313409557661,0.2152550509733233,0.6066987549971069,0.6460071399867996,0.4872527046093816,0.5172825768579538,0.2861509999839694,0.2771873438221141,0.0024936395307052,-0.0467362089699336,-0.0118477932287268,0.9987000960606874,0.5426685866659098,0.2592665799720952,0.0769534132462596,0.4244174076653261,0.2759893471011884,0.0819363279727796,0.0865471966255843,0.2631170791176376,0.3753850212366473,0.2539861796851297,0.1030120660640884,0.1299617916100803,0.2467708438213314,-0.35,0.7,-0.8
1.0386950500550112,0.312784168762163,0.5131290069388633,0.2290333694749585,0.4549053328158233,0.5532348796774033,0.3601422194422549,0.4496921410924718,0.2861510001652738,0.2694592633401556,-0.0336023565662063,-0.0064378526397574,-0.1052690731472196,0.9920083757728708,0.3103730769236854,0.2215353521530492,0.0609693728837502,0.5888398225620715,0.3233097028672536,0.2411531778689742,0.2920043611858874,0.4681858180702327,0.3310417257511369,0.0721680736765693,0.2031244730459136,0.2935191945703321,0.248020419642175,-0.35,0.7,-0.8
0.6490557197016811,0.1942877189152295,0.3615831123654523,0.2204597185168048,0.4150017111043519,0.4964628845575139,0.3154227662369048,0.3840087877878643,0.2861510001222904,0.2756575828860701,-0.1886486883975864,0.0861092800582414,-0.3938344934987404,0.8877572508515372,0.2457947175488018,0.1591477108223572,0.0435174546798669,0.197290140057629,0.2510658302488578,0.0531431486143208,0.1090967327110916,0.2089043740411904,0.5085393212380057,0.2241484978192432,0.2257106338012011,0.2856211619556124,0.3176247558058085,-0.35,0.7,-0.8
0.3107728562843823,0.1674119396221276,0.2693700802590453,0.2201072753055838,0.3957582961584775,0.4617165135198326,0.2701340402109121,0.3394553481084771,0.2861509999458114,0.2780109767159017,-0.3252045010191541,0.1105200199396692,-0.5185203962855219,0.7824588688057621,0.1603834306999522,0.0884267745563789,0.0399086281471194,0.0324513267079292,0.043331046152995,0.1647777521636722,0.0565386178822662,0.0697107075698198,0.1921197040321515,0.2252049119056608,0.1394529557375282,0.0904511602552466,0.144410473717221,-0.35,0.7,-0.8
