max_hand_distance,avg_l_hand_hip_distance,avg_r_hand_hip_distance,max_stride_length,avg_l_hand_chest_distance,avg_r_hand_chest_distance,avg_l_elbow_hip_distance,avg_r_elbow_hip_distance,avg_chest_pelvis_distance,avg_neck_chest_distance,avg_neck_rotation_w,avg_neck_rotation_x,avg_neck_rotation_y,avg_neck_rotation_z,avg_total_body_volume,avg_triangle_area_hands_neck,avg_triangle_area_feet_hips,l_hand_speed,r_hand_speed,l_foot_speed,r_foot_speed,neck_speed,l_hand_acceleration_magnitude,r_hand_acceleration_magnitude,l_foot_acceleration_magnitude,r_foot_acceleration_magnitude,neck_acceleration_magnitude,EMOTION_P,EMOTION_A,EMOTION_D
0.9409153754538191,0.7541517627632074,0.7673699966857175,0.12369358484537736,0.901059298659036,0.9186584350596291,0.8808262538526394,0.9037848023661186,0.17014429718255997,0.9968067654021033,0.5182108902078246,0.4256742802894109,0.48412472240331095,0.9994044607938465,0.3610704173968161,0.7519263650343663,0.2593856230941819,0.002803521327834372,0.0007030383430361268,0.0017384785007070584,0.0018909032930870561,0.0002870669839700459,0.0021110144577594983,0.0016273061250540806,0.003883624164363139,0.003934332674721165,0.0014180988924312704,-0.35,0.7,-0.8
0.9381776572313039,0.7557296844203585,0.7673833050980361,0.12302861342874054,0.9008610609722645,0.9183753477610882,0.8805687886354164,0.9034497744924272,0.1702154166996479,0.9956934401818289,0.5177885054152838,0.4228224190707427,0.48724405836354123,0.9991673318349668,0.3767457666332151,0.7549349360808058,0.25830220424908046,0.0015478965287759054,0.0024248786201625373,0.0013423827420013994,0.003332958557290969,0.0007425813665701585,0.003092739047504077,0.0015125150651263083,0.002980439947106299,0.0037692591125367313,0.0007837667137200432,-0.35,0.7,-0.8
0.9374957939657529,0.7449306283675645,0.7587979474939224,0.12297836576390057,0.8973471575892139,0.9138636339248029,0.8763549662976777,0.8981151777797203,0.17021628096699715,0.9968767295669765,0.5187299551950488,0.42392886522822504,0.48292112680148097,0.9993762963856736,0.3527289360801064,0.7747908492595842,0.25773943585477305,0.005506523462756724,0.0017514710656031211,0.0013966230513329477,0.004608733199280433,0.0006947891850082311,0.0033060756053178457,0.0027696009446792837,0.001896204715394121,0.007213673832526214,0.00014352663032069163,-0.35,0.7,-0.8
0.9307972989342781,0.7349930638899734,0.7537117143326916,0.12264134806338083,0.8891197625101825,0.9114138767975212,0.8664866715070243,0.8952216194127489,0.17006975784897804,0.9971311785729817,0.5141936043713982,0.42235252801329587,0.4800798846310056,0.9993547184069754,0.37268672168207767,0.7935148664267806,0.25697556750543593,0.008195004289926882,0.005241071682642833,0.0010943269369387322,0.0027505013827335725,0.0006641978262270625,0.00594020322465412,0.002806378627363148,0.0013098464241826017,0.0066015683155811735,0.0012206942375015018,-0.35,0.7,-0.8
0.9280670460178942,0.7253947953374588,0.7491647332544497,0.12205633202865047,0.8857302493747774,0.9089166882283223,0.8623976680702518,0.8922635517873763,0.1702214926481247,0.99779564146366,0.5143213246666923,0.4216961570376824,0.4775770544332314,0.9993914082872335,0.3605166910762097,0.8084661658262078,0.25651436819135237,0.004355416023321141,0.0013564706773261468,0.0021683925590778768,0.006195646474134596,0.001293959853553502,0.003922833278494521,0.0047630475811713344,0.003001545807295658,0.00836963215703399,0.001573097067481092,-0.35,0.7,-0.8
0.929159886505016,0.7131916103599668,0.7427699811895342,0.12186579152799039,0.8820703502280919,0.9062214985538825,0.8583225948845697,0.8883610666056314,0.17023655399680138,0.9977647754991308,0.5164629342132369,0.4183928410041912,0.4757898535080755,0.9992580478438293,0.336559524049801,0.8209479865934983,0.23667320634784098,0.026147421310159895,0.02670204322344855,0.011995375702494081,0.01835111027965907,0.009225516249991903,0.01872534174459572,0.022554518927261923,0.008509897853932547,0.01822336552081964,0.008393712714174705,-0.35,0.7,-0.8
0.9198462852498923,0.606625501416831,0.6532895177957055,0.09338858729043169,0.8006517063683598,0.8432424410179165,0.7753448766882577,0.8168029462725317,0.16900919005274773,0.9814150635733601,0.5236482072504833,0.41753842029614935,0.45653538972968943,0.9992368228876956,0.278621398898212,0.9090189898006444,0.1520140043347261,0.1362225853014471,0.08594726672394964,0.02653370867137908,0.027892775370579957,0.08653365002113109,0.10491933821114811,0.06739676948557882,0.029094622797310815,0.03940316690125549,0.07347089472645763,-0.35,0.7,-0.8
0.7124650904080013,0.29384993327764736,0.5087669106446872,0.10168240512637701,0.5857150795170031,0.7069457854809293,0.5419603914709303,0.6887612947530657,0.18208052963018417,0.8965290043745746,0.49763458281169387,0.4401179830890245,0.39788892344663157,0.9947106644102299,0.1493549375677705,0.7759493306967572,0.1121598313423339,0.18909744635969009,0.10075653212184421,0.07881728563308066,0.09471883387159037,0.15414809781285502,0.09249096836283781,0.018773599296570423,0.057628041671628265,0.08967054168621298,0.07384338116643252,-0.35,0.7,-0.8
0.42537654459620416,0.16584946256665872,0.34359781351559043,0.0965215214360003,0.5292123027394086,0.6235390318112729,0.45985208583580905,0.5643323731281282,0.17898159474134445,0.9646120065037334,0.38589595573392355,0.49197304578522244,0.21673809560669,0.9241970905378858,0.11341874575683011,0.5559219781816045,0.06864569152709574,0.06318313551087554,0.07814726248180587,0.01707861387493293,0.03522713443683911,0.06865885283965079,0.14223931791023248,0.059417351399779474,0.06406540947670247,0.08724317760288612,0.09459175909751733,-0.35,0.7,-0.8
0.17612774508857748,0.13681810842326106,0.24309530040281419,0.09630936929341223,0.5019639896166729,0.5724912924472733,0.37669855215345627,0.47993143780622577,0.16625814512372017,0.9904619350110142,0.2874830565599036,0.505650621849547,0.138464841374491,0.8529751709027179,0.06588956699275528,0.30650494554342805,0.05964754126760317,0.010174369289162837,0.013135081143639865,0.053737148383478414,0.018132322173803908,0.02276447155736894,0.05355443360387475,0.059699865628101326,0.03948077972383255,0.02726005580779807,0.04295826058405438,-0.35,0.7,-0.8
