{'frame_counter': 60, 'label': 'neutral', 'lma_features': [0.40091773875704334, 0.22862088971558467, 0.2417387317824979, 0.0907387710403491, 0.45224864015053234, 0.45893760312722054, 0.33317747000377446, 0.33827437766854035, 0.28615099999951527, 0.2788677176857667, (-0.008734367633346236, -0.12486227016143703, -0.015977471941784567, 0.9920064720103722), (-0.006046603754008414, -0.12467278591661411, -0.0020458243768255832, 0.9921772052593646), 0.9890221403241263, 1.0472211388811872, (0.006458886310204325,), (-0.0046459287529677425,), (-0.043378896107851526, 0.01758357897133266, -0.02614652045240966), (-0.004453083788144246, 0.0037450671208692893, -0.0060456066715665665), (-0.004453083788144246, 0.0037450671208692893, -0.0060456066715665665), 0.027201954769295694, 0.21349901405796007, 0.00035995215149350445]}
{'frame_counter': 90, 'label': 'neutral', 'lma_features': [0.4008819170264039, 0.22707386212264588, 0.2434415219854759, 0.09437627723392655, 0.4515269802114051, 0.4598489567769702, 0.3326419222962148, 0.33920831409386654, 0.28615099999566435, 0.2788595159801838, (-0.010513537478180285, -0.12325650306590315, -0.021908537969777993, 0.9920716164574551), (-0.007263033420931384, -0.12306623844062337, -0.006014451022937741, 0.9923509514742538), 0.9963203621252128, 1.054439110311217, (0.05160264937433153,), (0.016340127421324378,), (-0.08883343286929322, 0.004685422390332926, -0.04093436665878827), (0.0016350918196473322, 0.03520430885534582, -0.05105915177032984), (0.0016350918196473322, 0.03520430885534582, -0.05105915177032984), 0.027240383865955266, 0.21390019377520436, 0.0006094849031978738]}
{'frame_counter': 120, 'label': 'neutral', 'lma_features': [0.39362262356065364, 0.22300642719650643, 0.24291573419838094, 0.09849193514035655, 0.4495186691802711, 0.4597831663910726, 0.3314254688149314, 0.339574015991933, 0.2861509999819685, 0.27880081976877913, (-0.010517979027723088, -0.1193830008960902, -0.04616985133860939, 0.9916414770394255), (-0.00848564497970273, -0.11920648547144852, -0.020168689259815343, 0.9926044524414309), 1.0133691781819705, 1.0703775874959356, (0.15088043982594426,), (0.09815291915761412,), (-0.16969557816401107, -0.0057419312540780325, -0.09827820438143232), (-0.028541437917204416, 0.054162547198575786, -0.07910059690803738), (-0.028541437917204416, 0.054162547198575786, -0.07910059690803738), 0.027196662798375962, 0.21376998954404544, 0.0011986854267370714]}
{'frame_counter': 150, 'label': 'neutral', 'lma_features': [0.38127784631925393, 0.21899190608668032, 0.2428747213033773, 0.1096099500861765, 0.44641647858301625, 0.4592203498074137, 0.33051335210224625, 0.3406324958391994, 0.28615099997056453, 0.27838991930485707, (-0.010702309271836487, -0.12123043819907257, -0.11359000688113681, 0.985639888134078), (-0.01581680194093147, -0.11954492058408948, -0.05367230042290497, 0.9911386713138843), 1.0424549373826157, 1.1029460649093983, (0.6852269201653247,), (0.5794088285420378,), (-0.2716701972162008, -0.03978919328179654, -0.15608939710117767), (-0.16213629612538422, -0.03175292036648828, 0.03780731815001317), (-0.16213629612538422, -0.03175292036648828, 0.03780731815001317), 0.027230070540852414, 0.21400722940007622, 0.0019605174019297488]}
{'frame_counter': 180, 'label': 'neutral', 'lma_features': [0.544174413143534, 0.2865865663339094, 0.3037685705682375, 0.1298197545927905, 0.4748004865367006, 0.48675171166965037, 0.3622058938406857, 0.37125431365599015, 0.28615100006146377, 0.27757202376703527, (-0.018324532376534648, -0.15301646133393246, -0.2133755116389163, 0.9642315885986861), (-0.03618755887104382, -0.14505961761109012, -0.11629830489450584, 0.981566567487939), 1.0304371849280873, 1.1371961610036267, (0.9067204796548946,), (0.5387521347722192,), (-0.33982672571705747, -0.20450951183019875, -0.1359144989933345), (-0.1407419913979864, -0.260284243807086, -0.3329937468665311), (-0.1407419913979864, -0.260284243807086, -0.3329937468665311), 0.03413469222529109, 0.26586139098080264, 0.0033198601277174065]}
{'frame_counter': 210, 'label': 'neutral', 'lma_features': [0.8071756172761435, 0.4063572720253625, 0.42384945038817423, 0.1944971160632159, 0.5273100772340081, 0.5388157384175053, 0.4074748894253132, 0.4192391153399308, 0.28615099998646804, 0.2775140424163734, (-0.024647853370337473, -0.1512384455318312, -0.28805133668024124, 0.9451056495571758), (-0.040209686385945846, -0.14476583793504819, -0.1898187891370394, 0.9700023796154505), 0.998111306405668, 1.1453527345941656, (-0.013821248953065446,), (0.5113752516902227,), (0.0555811822056052, 0.09035753264769965, 0.15156396916689457), (-0.008934371024100055, 0.3156451099900301, -0.5951808198798283), (-0.008934371024100055, 0.3156451099900301, -0.5951808198798283), 0.04337868661162303, 0.33223277574849813, 0.0013972798306883189]}
{'frame_counter': 240, 'label': 'neutral', 'lma_features': [0.6441027863368486, 0.33480607201276263, 0.34782857849222676, 0.2589731087451388, 0.49690900802922966, 0.5031689604758279, 0.3750527480248159, 0.38135114014060617, 0.28615099988175124, 0.2781107277684976, (-0.014481381423778245, -0.11030377408234206, -0.3174048092904872, 0.9416588356549991), (-0.02368517595112475, -0.1087970008127403, -0.24381345352833173, 0.9633114501460782), 1.0180444296449631, 1.1227081876345455, (-0.7718828485380553,), (-0.6176946187405314,), (0.28212231074486854, -0.08156684023111013, 0.487966981967154), (0.14357998270062797, 0.3275122291842601, -0.16675340566890723), (0.14357998270062797, 0.3275122291842601, -0.16675340566890723), 0.03479338635451829, 0.2683585230838973, 0.0038159529009364184]}
{'frame_counter': 270, 'label': 'neutral', 'lma_features': [0.39031050465308237, 0.23832404755821118, 0.2290369427873589, 0.2678327389068453, 0.45391364565061065, 0.4486971290804187, 0.33742085349038525, 0.33507430708324504, 0.2861509999755126, 0.2781400475693211, (0.016121074586270632, -0.1020053170046625, -0.2931791098095176, 0.9502721709961187), (0.003053265331989342, -0.10347670292209456, -0.22084607042728713, 0.9696015664226212), 1.0546946342113674, 1.1145360178118846, (-0.08942060705420228,), (0.46934558337320037,), (0.10396117294088586, -0.03824394849037392, 0.7401707872155466), (0.16560721726162048, -0.047393160898880314, 0.4584133076790922), (0.16560721726162048, -0.047393160898880314, 0.4584133076790922), 0.027525991490830168, 0.21353965708092967, 0.0070414261271658654]}
{'frame_counter': 300, 'label': 'neutral', 'lma_features': [0.7654986799384569, 0.4121218498853597, 0.3738942934383927, 0.2397788014356495, 0.5371393990706809, 0.516663005426207, 0.41760737991020386, 0.40200031932322783, 0.2861510000199921, 0.27812129411938613, (0.040379118114902336, -0.09275837509803778, -0.2418779017496887, 0.9649528509203212), (0.021860004939147977, -0.09499879768133683, -0.16886163932914683, 0.980743010483992), 0.9996722416277524, 1.1130875766088497, (0.6655316789198907,), (-0.056217898271583105,), (0.04083403199918773, -0.06364310807399788, 0.5387918874786798), (0.04354834186241355, 0.15885006294353765, 0.17217365513568542), (0.04354834186241355, 0.15885006294353765, 0.17217365513568542), 0.04337035911184843, 0.33177951561867386, 0.0037578324252315045]}
{'frame_counter': 330, 'label': 'neutral', 'lma_features': [0.8912547482567245, 0.4640634662674003, 0.45203470595140277, 0.19762906318741996, 0.5557254183723874, 0.548038959633143, 0.435735895809492, 0.427129901434408, 0.28615100006960265, 0.2782345078037011, (0.04965928008557331, -0.09501978142168215, -0.24481960166841527, 0.9635615293970367), (0.030726531638403994, -0.09800316028967536, -0.17798669496830105, 0.9785722397342648), 0.9677027073331965, 1.108439669975243, (0.06461006886290326,), (0.4627080805632163,), (0.19429226399717311, 0.047705252135969455, 0.3435946282793745), (0.10754728302516842, -0.2581325424906222, -0.309291046721793), (0.10754728302516842, -0.2581325424906222, -0.309291046721793), 0.04780473735999534, 0.36391042526907696, 0.0027943702835380806]}
